"ResponseId","geo_zipcode","SWLS","MLQ_P","PRLQ","walkscore_walkscore","walkscore_transitscore","walkscore_bikescore","walkscore_city_name","walkscore_state_name","mobility_city_name","mobility_msa_name","mobility_score","Seg_Rank","Seg_City","Seg_State","Segregation_Divergence_Score","Segregation_Category","ZIP_FIPS","ZIP_Name","ZIP_X3_Digit_Tabulation","ZIP_X5_Digit_Tabulation","ZIP_Area_Name","ZIP_Zipcode_Zone","ZIP_State_Territory","ZIP_Total_Population","ZIP_Population_Density","ZIP_Area","ZIP_Total_Population1","ZIP_Total_Population_Male","ZIP_Total_Population_Female","ZIP_X_Total_Population_Male","ZIP_X_Total_Population_Female","ZIP_Total_Population2","ZIP_Total_Population_Under_5_Years","ZIP_Total_Population_5_to_9_Years","ZIP_Total_Population_10_to_14_Years","ZIP_Total_Population_15_to_17_Years","ZIP_Total_Population_18_to_24_Years","ZIP_Total_Population_25_to_34_Years","ZIP_Total_Population_35_to_44_Years","ZIP_Total_Population_45_to_54_Years","ZIP_Total_Population_55_to_64_Years","ZIP_Total_Population_65_to_74_Years","ZIP_Total_Population_75_to_84_Years","ZIP_Total_Population_85_Years_And_Over","ZIP_X_Total_Population_Under_5_Years","ZIP_X_Total_Population_5_to_9_Years","ZIP_X_Total_Population_10_to_14_Years","ZIP_X_Total_Population_15_to_17_Years","ZIP_X_Total_Population_18_to_24_Years","ZIP_X_Total_Population_25_to_34_Years","ZIP_X_Total_Population_35_to_44_Years","ZIP_X_Total_Population_45_to_54_Years","ZIP_X_Total_Population_55_to_64_Years","ZIP_X_Total_Population_65_to_74_Years","ZIP_X_Total_Population_75_to_84_Years","ZIP_X_Total_Population_85_Years_And_Over","ZIP_Total_Population3","ZIP_Total_Population_White_Alone","ZIP_Total_Population_Black_or.African_American_Alone","ZIP_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_Total_Population_Asian_Alone","ZIP_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_Total_Population_Some_Other_Race_Alone","ZIP_Total_Population_Two_Or_More_Races","ZIP_X_Total_Population_White_Alone","ZIP_X_Total_Population_Black_or_African_American_Alone","ZIP_X_Total_Population_American_Indian_And_Native_Alaskan_Alone","ZIP_X_Total_Population_Asian_Alone","ZIP_X_Total_Population_Native_Hawaiian_And_Other_Pacific_Islander_Alone","ZIP_X_Total_Population_Some_Other_Race_Alone","ZIP_X_Total_Population_Two_Or_More_Races","ZIP_Households","ZIP_Households_Family_Households","ZIP_Households_Married_Couple_Family","ZIP_Households_Other_Family","ZIP_Households_Male_Householder_No_Wife_Present","ZIP_Households_Female_Householder_No_Husband_Present","ZIP_Households_Nonfamily_Households","ZIP_Nonfamily_Households_Male_Householder","ZIP_Nonfamily_Households_Female_Householder","ZIP_X_Households_Family_Households","ZIP_X_Households_Married_Couple_Family","ZIP_X_Households_Other_Family","ZIP_X_Households_Male_Householder_No_Wife_Present","ZIP_X_Households_Female_Householder_No_Husband_Present","ZIP_X_Households_Nonfamily_Households","ZIP_X_Nonfamily_Households_Male_Householder","ZIP_X_Nonfamily_Households_Female_Householder","ZIP_Median_Household_Income","ZIP_Housing_Units","ZIP_Occupied_Housing_Units","ZIP_Owner_Occupied","ZIP_Renter_Occupied","ZIP_X_Owner_Occupied","ZIP_X_Renter_Occupied","ZIP_Population_With_Poverty_Status","ZIP_Poverty_Status_Under_1.00","ZIP_Poverty_Status_1.00_to_1.99","ZIP_Poverty_Status_Under_2.00","ZIP_Poverty_Status_2.00_and_Over","ZIP_X_Poverty_Status_Under_1.00","ZIP_X_Poverty_Status_1.00_to_1.99","ZIP_X_Poverty_Status_Under_2.00","ZIP_X_Poverty_Status_2.00_and_Over","ZIP_Total_Population_Last","ZIP_Total_Not_Hispanic","ZIP_Total_Not_Hispanic_White_Alone","ZIP_Total_Not_Hispanic_Black_Alone","ZIP_Total_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_Total_Not_Hispanic_Asian_Alone","ZIP_Total_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_Total_Not_Hispanic_Other_Race","ZIP_Total_Not_Hispanic_Two_or_More_Races","ZIP_Total_Hispanic","ZIP_X_Not_Hispanic","ZIP_X_Not_Hispanic_White_Alone","ZIP_X_Not_Hispanic_Black_Alone","ZIP_X_Not_Hispanic_American_Indian_Native_Alaskan_Alone","ZIP_X_Not_Hispanic_Asian_Alone","ZIP_X_Not_Hispanic_Native_Hawaiian_Pacific_Islander","ZIP_X_Not_Hispanic_Other_Race","ZIP_X_Not_Hispanic_Two_or_More_Races","ZIP_X_Hispanic"
"R_1IW8nddbzKCSezQ",79403,3.12,2.74,8.85,0.3,0.11,0.91,"Lubbock","TX","Lubbock city","Lubbock_TX Metro Area",0.221,78,"Lubbock city"," TX",0.1572,"Low-Medium Segregation",79403,"ZCTA5 79403",794,79403,"ZCTA5 79403","Central South (Around TX)","TX",16194,123.2986,131.33964172807,16194,7884,8310,48.68,51.32,16194,989,1268,1409,960,1693,1786,1741,1511,1974,1776,867,220,6.11,7.83,8.7,5.93,10.45,11.03,10.75,9.33,12.19,10.97,5.35,1.36,16194,8520,3225,375,164,0,1855,2055,52.61,19.91,2.32,1.01,0,11.45,12.69,5789,3993,2131,1862,484,1378,1796,832,964,68.98,36.81,32.16,8.36,23.8,31.02,14.37,16.65,41582,6492,5789,3452,2337,59.63,40.37,15937,4225,3634,7859,8078,26.51,22.8,49.31,50.69,16194,7599,4097,3034,2,164,0,0,302,8595,46.92,25.3,18.74,0.01,1.01,0,0,1.86,53.08
"R_22LcoScpezPF2w0",33705,6.44,2.15,3.33,0.59,0.56,0.62,"St. Petersburg","FL","St. Petersburg city","Tampa-St. Petersburg-Clearwater_FL Metro Area",0.159,42,"St. Petersburg city"," FL",0.2278,"High Segregation",33705,"ZCTA5 33705",337,33705,"ZCTA5 33705","South East (Around FL)","FL",27426,4913.112,5.58220540017946,27426,13716,13710,50.01,49.99,27426,1492,966,1313,886,2048,4189,2876,3561,4197,3543,1707,648,5.44,3.52,4.79,3.23,7.47,15.27,10.49,12.98,15.3,12.92,6.22,2.36,27426,11802,12641,26,418,0,529,2010,43.03,46.09,0.09,1.52,0,1.93,7.33,11400,5992,3878,2114,552,1562,5408,2645,2763,52.56,34.02,18.54,4.84,13.7,47.44,23.2,24.24,68821,15447,11400,6776,4624,59.44,40.56,26861,4974,4148,9122,17739,18.52,15.44,33.96,66.04,27426,25726,10997,12548,12,418,0,400,1351,1700,93.8,40.1,45.75,0.04,1.52,0,1.46,4.93,6.2
"R_2qjWgm1ZOtP5jHh",28314,5.09,2.32,6.23,0.15,0.52,0.21,"Fayetteville","NC","Fayetteville city","Fayetteville_NC Metro Area",0.181,107,"Fayetteville city"," NC",0.0853,"Low-Medium Segregation",28314,"ZCTA5 28314",283,28314,"ZCTA5 28314","Central East Coast (Around VA)","NC",57908,2987.523,19.3832789958872,57908,27884,30024,48.15,51.85,57908,5157,4138,4241,1689,6869,11866,7478,4922,5731,3583,1652,582,8.91,7.15,7.32,2.92,11.86,20.49,12.91,8.5,9.9,6.19,2.85,1.01,57908,17242,29856,335,1908,164,2608,5795,29.77,51.56,0.58,3.29,0.28,4.5,10.01,22529,13634,8314,5320,1101,4219,8895,4469,4426,60.52,36.9,23.61,4.89,18.73,39.48,19.84,19.65,57151,24889,22529,10127,12402,44.95,55.05,57701,10129,13236,23365,34336,17.55,22.94,40.49,59.51,57908,48707,14386,28868,269,1884,124,533,2643,9201,84.11,24.84,49.85,0.46,3.25,0.21,0.92,4.56,15.89
"R_5sCooEb6VQdopGx",94605,6.27,6.49,7.56,0.89,0.23,0.47,"Oakland","CA","Oakland city","San Francisco-Oakland-Berkeley_CA Metro Area",0.127,16,"Oakland city"," CA",0.3572,"High Segregation",94605,"ZCTA5 94605",946,94605,"ZCTA5 94605","West Coast (includes Hawaii/Alaska)","CA",44477,5037.215,8.82968106415937,44477,21246,23231,47.77,52.23,44477,2712,2359,2245,1431,2916,6714,6807,6813,5416,4202,1934,928,6.1,5.3,5.05,3.22,6.56,15.1,15.3,15.32,12.18,9.45,4.35,2.09,44477,9076,18610,123,3658,301,7478,5231,20.41,41.84,0.28,8.22,0.68,16.81,11.76,16861,10371,6647,3724,984,2740,6490,2615,3875,61.51,39.42,22.09,5.84,16.25,38.49,15.51,22.98,90685,17846,16861,10236,6625,60.71,39.29,44329,5817,6006,11823,32506,13.12,13.55,26.67,73.33,44477,33720,7446,18486,42,3651,218,596,3281,10757,75.81,16.74,41.56,0.09,8.21,0.49,1.34,7.38,24.19
"R_3g6Lvtu72Db4Y6I",95209,6.28,6.05,9.16,0.01,0.12,0.48,"Stockton","CA","Stockton city","Stockton_CA Metro Area",0.113,88,"Stockton city"," CA",0.1402,"Low-Medium Segregation",95209,"ZCTA5 95209",952,95209,"ZCTA5 95209","West Coast (includes Hawaii/Alaska)","CA",46756,5675.666,8.23797639216861,46756,22459,24297,48.03,51.97,46756,3114,3439,3693,2187,4030,6617,6095,5548,4730,3946,2222,1135,6.66,7.36,7.9,4.68,8.62,14.15,13.04,11.87,10.12,8.44,4.75,2.43,46756,14206,5019,562,11266,354,3975,11374,30.38,10.73,1.2,24.1,0.76,8.5,24.33,13256,10602,7421,3181,1229,1952,2654,846,1808,79.98,55.98,24,9.27,14.73,20.02,6.38,13.64,94324,13746,13256,9657,3599,72.85,27.15,45890,4290,6969,11259,34631,9.35,15.19,24.53,75.47,46756,30315,11205,4703,215,10943,354,189,2706,16441,64.84,23.96,10.06,0.46,23.4,0.76,0.4,5.79,35.16
"R_Q634lVuNrNDWEpj",95219,8.54,6.29,4.78,0.39,0.89,0.19,"Stockton","CA","Stockton city","Stockton_CA Metro Area",0.113,88,"Stockton city"," CA",0.1402,"Low-Medium Segregation",95219,"ZCTA5 95219",952,95219,"ZCTA5 95219","West Coast (includes Hawaii/Alaska)","CA",30165,258.1282,116.860525994715,30165,15101,15064,50.06,49.94,30165,1790,2153,2253,1928,2191,4219,3891,3756,3017,3282,1466,219,5.93,7.14,7.47,6.39,7.26,13.99,12.9,12.45,10,10.88,4.86,0.73,30165,12800,2913,127,7140,21,2362,4802,42.43,9.66,0.42,23.67,0.07,7.83,15.92,11018,7815,5448,2367,796,1571,3203,1488,1715,70.93,49.45,21.48,7.22,14.26,29.07,13.51,15.57,93638,11507,11018,6223,4795,56.48,43.52,30144,1559,4821,6380,23764,5.17,15.99,21.17,78.83,30165,21426,9944,2838,76,6615,0,207,1746,8739,71.03,32.97,9.41,0.25,21.93,0,0.69,5.79,28.97
"R_27OQFudDrykr69C",75043,5.07,5.2,7.16,0.2,0.19,0.61,"Garland","TX","Garland city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,65,"Garland city"," TX",0.1811,"High Segregation",75043,"ZCTA5 75043",750,75043,"ZCTA5 75043","Central South (Around TX)","TX",64296,4383.464,14.6678517429424,64296,31206,33090,48.53,51.47,64296,3807,4252,4932,3466,6581,8814,7818,7798,8629,5124,2245,830,5.92,6.61,7.67,5.39,10.24,13.71,12.16,12.13,13.42,7.97,3.49,1.29,64296,27875,14692,526,4281,7,5175,11740,43.35,22.85,0.82,6.66,0.01,8.05,18.26,22026,16434,10537,5897,1974,3923,5592,2439,3153,74.61,47.84,26.77,8.96,17.81,25.39,11.07,14.31,72079,23276,22026,13158,8868,59.74,40.26,64128,6812,13059,19871,44257,10.62,20.36,30.99,69.01,64296,41710,19372,14692,140,4281,7,1023,2195,22586,64.87,30.13,22.85,0.22,6.66,0.01,1.59,3.41,35.13
"R_ehDrUWorZu2g7rX",94607,8.56,1.92,7.34,0.43,0.89,0.25,"Oakland","CA","Oakland city","San Francisco-Oakland-Berkeley_CA Metro Area",0.127,16,"Oakland city"," CA",0.3572,"High Segregation",94607,"ZCTA5 94607",946,94607,"ZCTA5 94607","West Coast (includes Hawaii/Alaska)","CA",27019,4561.295,5.923536711367,27019,13390,13629,49.56,50.44,27019,1007,1403,987,688,1908,6784,4492,2799,3246,1993,1145,567,3.73,5.19,3.65,2.55,7.06,25.11,16.63,10.36,12.01,7.38,4.24,2.1,27019,7833,7830,192,6605,134,1860,2565,28.99,28.98,0.71,24.45,0.5,6.88,9.49,11899,5215,2791,2424,584,1840,6684,3501,3183,43.83,23.46,20.37,4.91,15.46,56.17,29.42,26.75,77701,13705,11899,4018,7881,33.77,66.23,26797,5211,4639,9850,16947,19.45,17.31,36.76,63.24,27019,23400,6931,7553,168,6605,134,142,1867,3619,86.61,25.65,27.95,0.62,24.45,0.5,0.53,6.91,13.39
"R_3OpRZHqP51wvGk7",33716,7.62,6.13,3.04,0,0.11,0.78,"St. Petersburg","FL","St. Petersburg city","Tampa-St. Petersburg-Clearwater_FL Metro Area",0.159,42,"St. Petersburg city"," FL",0.2278,"High Segregation",33716,"ZCTA5 33716",337,33716,"ZCTA5 33716","South East (Around FL)","FL",18987,2653.87,7.15445708628766,18987,9119,9868,48.03,51.97,18987,762,946,412,373,2099,5840,2514,2175,1685,1034,728,419,4.01,4.98,2.17,1.96,11.05,30.76,13.24,11.46,8.87,5.45,3.83,2.21,18987,12574,2449,89,733,42,610,2490,66.22,12.9,0.47,3.86,0.22,3.21,13.11,10056,2986,2142,844,320,524,7070,3174,3896,29.69,21.3,8.39,3.18,5.21,70.31,31.56,38.74,68488,11375,10056,1868,8188,18.58,81.42,18345,2626,1735,4361,13984,14.31,9.46,23.77,76.23,18987,15803,11757,2411,0,692,42,0,901,3184,83.23,61.92,12.7,0,3.64,0.22,0,4.75,16.77
"R_2b3ji87KZq2nBjS",43606,7.67,1.97,9.61,0.82,0.94,0.57,"Toledo","OH","Toledo city","Toledo_OH Metro Area",0.147,75,"Toledo city"," OH",0.1661,"Low-Medium Segregation",43606,"ZCTA5 43606",436,43606,"ZCTA5 43606","Great Lakes (Around MI)","OH",24536,3803.665,6.45062062063608,24536,12186,12350,49.67,50.33,24536,1264,1432,1263,702,4949,3109,2930,2844,2517,2118,861,547,5.15,5.84,5.15,2.86,20.17,12.67,11.94,11.59,10.26,8.63,3.51,2.23,24536,14732,7029,9,889,0,312,1565,60.04,28.65,0.04,3.62,0,1.27,6.38,9880,5121,3304,1817,486,1331,4759,2148,2611,51.83,33.44,18.39,4.92,13.47,48.17,21.74,26.43,57082,11532,9880,5450,4430,55.16,44.84,21666,3568,3279,6847,14819,16.47,15.13,31.6,68.4,24536,23456,14269,7009,9,889,0,70,1210,1080,95.6,58.16,28.57,0.04,3.62,0,0.29,4.93,4.4
"R_3R7wJvFw5ZbN8b0",27707,4.94,3.11,2.87,0.83,0.65,0.64,"Durham","NC","Durham city","Durham-Chapel Hill_NC Metro Area",0.165,72,"Durham city"," NC",0.1686,"Low-Medium Segregation",27707,"ZCTA5 27707",277,27707,"ZCTA5 27707","Central East Coast (Around VA)","NC",50696,2448.568,20.70434920934,50696,23960,26736,47.26,52.74,50696,3093,2589,2772,1415,6982,8676,7019,6675,4648,4380,1644,803,6.1,5.11,5.47,2.79,13.77,17.11,13.85,13.17,9.17,8.64,3.24,1.58,50696,23869,17888,349,2410,0,2484,3696,47.08,35.28,0.69,4.75,0,4.9,7.29,21205,10856,6820,4036,1038,2998,10349,4132,6217,51.2,32.16,19.03,4.9,14.14,48.8,19.49,29.32,69579,23201,21205,10222,10983,48.21,51.79,48220,6877,7664,14541,33679,14.26,15.89,30.16,69.84,50696,43170,20722,17615,144,2410,0,291,1988,7526,85.15,40.88,34.75,0.28,4.75,0,0.57,3.92,14.85
"R_xADdNME9QwrczWp",76017,1.86,5.36,2.07,0.87,0.51,0.53,"Arlington","TX","Arlington city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,81,"Arlington city"," TX",0.15,"Low-Medium Segregation",76017,"ZCTA5 76017",760,76017,"ZCTA5 76017","Central South (Around TX)","TX",46361,4542.283,10.2065414974896,46361,22632,23729,48.82,51.18,46361,2035,2545,3084,2340,5352,6247,6114,5916,6118,4522,1683,405,4.39,5.49,6.65,5.05,11.54,13.47,13.19,12.76,13.2,9.75,3.63,0.87,46361,26844,9853,253,2969,20,2358,4064,57.9,21.25,0.55,6.4,0.04,5.09,8.77,15895,11156,8176,2980,529,2451,4739,2170,2569,70.19,51.44,18.75,3.33,15.42,29.81,13.65,16.16,89930,16804,15895,10692,5203,67.27,32.73,45927,3768,6097,9865,36062,8.2,13.28,21.48,78.52,46361,38296,23749,9462,138,2944,20,154,1829,8065,82.6,51.23,20.41,0.3,6.35,0.04,0.33,3.95,17.4
"R_yqed1rcqxqdwp1f",27407,8.46,3.04,8.12,0.28,0.29,0.31,"Greensboro","NC","Greensboro city","Greensboro-High Point_NC Metro Area",0.144,56,"Greensboro city"," NC",0.2055,"High Segregation",27407,"ZCTA5 27407",274,27407,"ZCTA5 27407","Central East Coast (Around VA)","NC",54257,1842.503,29.447447632962,54257,25675,28582,47.32,52.68,54257,3449,3519,3421,1899,5770,8963,7840,6572,6067,4109,1930,718,6.36,6.49,6.31,3.5,10.63,16.52,14.45,12.11,11.18,7.57,3.56,1.32,54257,20102,22275,349,5511,1,2530,3489,37.05,41.05,0.64,10.16,0,4.66,6.43,22161,13570,7210,6360,1803,4557,8591,3729,4862,61.23,32.53,28.7,8.14,20.56,38.77,16.83,21.94,56198,23813,22161,10357,11804,46.74,53.26,53730,9022,12708,21730,32000,16.79,23.65,40.44,59.56,54257,47548,17255,22190,202,5499,1,149,2252,6709,87.63,31.8,40.9,0.37,10.14,0,0.27,4.15,12.37
"R_21vwqGL0Wkmcyju",95207,4.06,3.93,8.14,0.84,0.22,0.01,"Stockton","CA","Stockton city","Stockton_CA Metro Area",0.113,88,"Stockton city"," CA",0.1402,"Low-Medium Segregation",95207,"ZCTA5 95207",952,95207,"ZCTA5 95207","West Coast (includes Hawaii/Alaska)","CA",52877,7297.537,7.24586986503412,52877,24856,28021,47.01,52.99,52877,3623,3487,4133,2253,5918,8606,6489,5121,5557,4124,2326,1240,6.85,6.59,7.82,4.26,11.19,16.28,12.27,9.68,10.51,7.8,4.4,2.35,52877,18339,7247,404,7435,430,6024,12998,34.68,13.71,0.76,14.06,0.81,11.39,24.58,18894,12302,6278,6024,1863,4161,6592,2958,3634,65.11,33.23,31.88,9.86,22.02,34.89,15.66,19.23,66459,20179,18894,7271,11623,38.48,61.52,51945,8530,12545,21075,30870,16.42,24.15,40.57,59.43,52877,30480,12272,7128,129,7160,260,134,3397,22397,57.64,23.21,13.48,0.24,13.54,0.49,0.25,6.42,42.36
"R_21olqpBkzbZAYzg",79424,6.34,6.14,8.29,0.88,0.49,0.52,"Lubbock","TX","Lubbock city","Lubbock_TX Metro Area",0.221,78,"Lubbock city"," TX",0.1572,"Low-Medium Segregation",79424,"ZCTA5 79424",794,79424,"ZCTA5 79424","Central South (Around TX)","TX",50448,1212.73,41.5986946657668,50448,24723,25725,49.01,50.99,50448,2958,3625,4005,2024,4429,6069,7018,6283,6050,4883,2297,807,5.86,7.19,7.94,4.01,8.78,12.03,13.91,12.45,11.99,9.68,4.55,1.6,50448,40438,1070,305,1921,0,1983,4731,80.16,2.12,0.6,3.81,0,3.93,9.38,20548,13763,11238,2525,722,1803,6785,3026,3759,66.98,54.69,12.29,3.51,8.77,33.02,14.73,18.29,91572,21934,20548,14225,6323,69.23,30.77,50215,4241,4724,8965,41250,8.45,9.41,17.85,82.15,50448,40323,36048,1007,123,1889,0,173,1083,10125,79.93,71.46,2,0.24,3.74,0,0.34,2.15,20.07
"R_240gPDsD31lW3rP",96826,1.44,2.05,2.58,0.12,0.47,0.18,"Honolulu","HI","Urban Honolulu","Urban Honolulu_HI Metro Area",0.138,NA,NA,NA,NA,NA,96826,"ZCTA5 96826",968,96826,"ZCTA5 96826","West Coast (includes Hawaii/Alaska)","HI",30068,28031.29,1.07265825169846,30068,15557,14511,51.74,48.26,30068,1231,882,1123,504,2476,5281,4264,4042,3667,3442,1720,1436,4.09,2.93,3.73,1.68,8.23,17.56,14.18,13.44,12.2,11.45,5.72,4.78,30068,4204,608,64,16237,2944,625,5386,13.98,2.02,0.21,54,9.79,2.08,17.91,14623,6323,4186,2137,679,1458,8300,4500,3800,43.24,28.63,14.61,4.64,9.97,56.76,30.77,25.99,63968,16753,14623,4594,10029,31.42,68.58,29576,4775,4473,9248,20328,16.14,15.12,31.27,68.73,30068,27882,3586,548,57,16199,2923,109,4460,2186,92.73,11.93,1.82,0.19,53.87,9.72,0.36,14.83,7.27
"R_1LwyPdtoxaziXfP",93650,7.4,5.42,8.42,1,0.49,0.18,"Fresno","CA","Fresno city","Fresno_CA Metro Area",0.119,91,"Fresno city"," CA",0.1289,"Low-Medium Segregation",93650,"ZCTA5 93650",936,93650,"ZCTA5 93650","West Coast (includes Hawaii/Alaska)","CA",2844,4550.983,0.624919883798689,2844,1394,1450,49.02,50.98,2844,171,109,220,160,427,229,424,403,273,204,135,89,6.01,3.83,7.74,5.63,15.01,8.05,14.91,14.17,9.6,7.17,4.75,3.13,2844,1021,133,60,135,0,843,652,35.9,4.68,2.11,4.75,0,29.64,22.93,955,614,253,361,92,269,341,89,252,64.29,26.49,37.8,9.63,28.17,35.71,9.32,26.39,42606,987,955,349,606,36.54,63.46,2821,819,963,1782,1039,29.03,34.14,63.17,36.83,2844,640,252,101,60,118,0,0,109,2204,22.5,8.86,3.55,2.11,4.15,0,0,3.83,77.5
"R_3JwURewoKAcmKfV",83709,8.86,8.67,9.43,0.58,0.8,0.47,"Boise City","ID","Boise City city","Boise City_ID Metro Area",0.163,116,"Boise City city"," ID",0.0379,"Low-Medium Segregation",83709,"ZCTA5 83709",837,83709,"ZCTA5 83709","Western Interior (Around CO)","ID",58321,1730.604,33.6998009257186,58321,29525,28796,50.62,49.38,58321,3689,3979,4412,2364,3825,7974,8844,8020,6506,5290,2698,720,6.33,6.82,7.57,4.05,6.56,13.67,15.16,13.75,11.16,9.07,4.63,1.23,58321,50587,1202,230,1580,131,1288,3303,86.74,2.06,0.39,2.71,0.22,2.21,5.66,21349,15713,12801,2912,1349,1563,5636,2787,2849,73.6,59.96,13.64,6.32,7.32,26.4,13.05,13.34,84598,22038,21349,17696,3653,82.89,17.11,57898,4444,7716,12160,45738,7.68,13.33,21,79,58321,53901,48709,1198,176,1550,115,290,1863,4420,92.42,83.52,2.05,0.3,2.66,0.2,0.5,3.19,7.58
"R_2TBsiqJDT9RGebs",76006,2.33,5.3,2.07,0.28,0.48,0.63,"Arlington","TX","Arlington city","Dallas-Fort Worth-Arlington_TX Metro Area",0.147,81,"Arlington city"," TX",0.15,"Low-Medium Segregation",76006,"ZCTA5 76006",760,76006,"ZCTA5 76006","Central South (Around TX)","TX",24072,3150.334,7.64109486221558,24072,11476,12596,47.67,52.33,24072,1511,1178,977,685,3089,5521,3281,3251,2446,1686,409,38,6.28,4.89,4.06,2.85,12.83,22.94,13.63,13.51,10.16,7,1.7,0.16,24072,9259,9682,102,1421,0,855,2753,38.46,40.22,0.42,5.9,0,3.55,11.44,12094,5507,3117,2390,629,1761,6587,3674,2913,45.53,25.77,19.76,5.2,14.56,54.47,30.38,24.09,56312,13593,12094,2905,9189,24.02,75.98,24063,2101,6026,8127,15936,8.73,25.04,33.77,66.23,24072,18503,6798,9580,47,1342,0,126,610,5569,76.87,28.24,39.8,0.2,5.57,0,0.52,2.53,23.13
"R_1hW6n1xY0qMjwcY",92707,3.23,5.05,7.85,0.33,0.66,0.81,"Santa Ana","CA","Santa Ana city","Los Angeles-Long Beach-Anaheim_CA Metro Area",0.103,14,"Santa Ana city"," CA",0.3762,"High Segregation",92707,"ZCTA5 92707",927,92707,"ZCTA5 92707","West Coast (includes Hawaii/Alaska)","CA",59712,11428.16,5.22498945941062,59712,29941,29771,50.14,49.86,59712,3529,3395,4822,2088,8003,10417,7943,7800,5763,4133,1065,754,5.91,5.69,8.08,3.5,13.4,17.45,13.3,13.06,9.65,6.92,1.78,1.26,59712,15442,424,1040,4903,175,30835,6893,25.86,0.71,1.74,8.21,0.29,51.64,11.54,14062,11562,7974,3588,1135,2453,2500,1304,1196,82.22,56.71,25.52,8.07,17.44,17.78,9.27,8.51,94862,14551,14062,7058,7004,50.19,49.81,59098,5229,12051,17280,41818,8.85,20.39,29.24,70.76,59712,10388,4306,414,125,4898,170,167,308,49324,17.4,7.21,0.69,0.21,8.2,0.28,0.28,0.52,82.6
"R_2wcBsUOa6FuM6tv",33704,3.91,3.46,5.14,0.21,0.2,0.65,"St. Petersburg","FL","St. Petersburg city","Tampa-St. Petersburg-Clearwater_FL Metro Area",0.159,42,"St. Petersburg city"," FL",0.2278,"High Segregation",33704,"ZCTA5 33704",337,33704,"ZCTA5 33704","South East (Around FL)","FL",16275,4756.179,3.42186450284712,16275,7540,8735,46.33,53.67,16275,778,694,510,510,639,1814,2677,2387,3099,2097,803,267,4.78,4.26,3.13,3.13,3.93,11.15,16.45,14.67,19.04,12.88,4.93,1.64,16275,14185,610,20,302,8,85,1065,87.16,3.75,0.12,1.86,0.05,0.52,6.54,7829,4266,3695,571,128,443,3563,1486,2077,54.49,47.2,7.29,1.63,5.66,45.51,18.98,26.53,96986,9025,7829,5441,2388,69.5,30.5,16229,934,1685,2619,13610,5.76,10.38,16.14,83.86,16275,15189,13692,610,20,302,8,37,520,1086,93.33,84.13,3.75,0.12,1.86,0.05,0.23,3.2,6.67
"R_1Nnxfis4sAeOqBy",95212,1.32,5.2,7.48,0.33,0.47,0.02,"Stockton","CA","Stockton city","Stockton_CA Metro Area",0.113,88,"Stockton city"," CA",0.1402,"Low-Medium Segregation",95212,"ZCTA5 95212",952,95212,"ZCTA5 95212","West Coast (includes Hawaii/Alaska)","CA",27848,1314.681,21.1823282578915,27848,14138,13710,50.77,49.23,27848,1239,1091,2506,1833,3068,3006,4084,3807,3435,2507,1103,169,4.45,3.92,9,6.58,11.02,10.79,14.67,13.67,12.33,9,3.96,0.61,27848,7204,2269,398,11201,233,3341,3202,25.87,8.15,1.43,40.22,0.84,12,11.5,7905,6542,4889,1653,752,901,1363,561,802,82.76,61.85,20.91,9.51,11.4,17.24,7.1,10.15,108958,8065,7905,5645,2260,71.41,28.59,27469,1555,4481,6036,21433,5.66,16.31,21.97,78.03,27848,20867,6237,2254,49,11141,189,14,983,6981,74.93,22.4,8.09,0.18,40.01,0.68,0.05,3.53,25.07
"R_3MuNW2cclG0PjPg",23523,7.94,5.96,5.61,0.63,0.88,0.18,"Norfolk","VA","Norfolk city","Virginia Beach-Norfolk-Newport News_VA-NC Metro Area",0.163,62,"Norfolk city"," VA",0.1858,"High Segregation",23523,"ZCTA5 23523",235,23523,"ZCTA5 23523","Central East Coast (Around VA)","VA",7352,3516.692,2.09060080587246,7352,3211,4141,43.68,56.32,7352,782,347,776,451,543,1198,837,653,1130,389,133,113,10.64,4.72,10.55,6.13,7.39,16.29,11.38,8.88,15.37,5.29,1.81,1.54,7352,333,6869,0,1,0,11,138,4.53,93.43,0,0.01,0,0.15,1.88,2947,1696,450,1246,166,1080,1251,431,820,57.55,15.27,42.28,5.63,36.65,42.45,14.63,27.82,34201,3327,2947,937,2010,31.8,68.2,7346,2552,1478,4030,3316,34.74,20.12,54.86,45.14,7352,7322,333,6856,0,1,0,0,132,30,99.59,4.53,93.25,0,0.01,0,0,1.8,0.41
